약국 이름,주소,경도,위도
중앙약국,경상남도 거제시 옥포로 234 (옥포동),128.6908028,34.8956754
새동인약국,경상남도 거제시 옥포로 226 (옥포동),128.6908893,34.8948266
세원약국,경상남도 거제시 옥포로 228 1층 (옥포동),128.6909639,34.8952505
모범약국,경상남도 거제시 옥포대첩로 33 (옥포동),128.6912152,34.8938698
동산약국,경상남도 창원시 진해구 충장로 357 (경화동),128.6912275,35.1539584
새우리약국,경상남도 창원시 의창구 상남로192번길 41-3 (신월동),128.6913894,35.2272804
백수약국,경상남도 거제시 옥포로 181 (옥포동),128.6914311,34.8909349
그린약국,"경상남도 창원시 성산구 동산로 124 (상남동, 성원그랜드쇼핑)",128.6915917,35.2193361
창원삼성약국,"경상남도 창원시 성산구 동산로 124 (상남동, 성원그랜드쇼핑)",128.6915917,35.2193361
본초약국,"경상남도 창원시 성산구 동산로 124 132-2호 (상남동, 성원그랜드쇼핑)",128.6915917,35.2193361
새가야약국,"경상남도 창원시 성산구 동산로 124 5층 520호 (상남동, 성원그랜드쇼핑)",128.6915917,35.2193361
주상가건강온누리약국,경상남도 창원시 성산구 동산로 124 5층 521호 (상남동),128.6915917,35.2193361
스타약국,경상남도 창원시 성산구 동산로 124 성원그랜드쇼핑 505-2호 (상남동),128.6915917,35.2193361
주상가성원약국,경상남도 창원시 성산구 동산로 124 성원아파트 5층 512호 (상남동),128.6915917,35.2193361
이화약국,경상남도 창원시 성산구 동산로 124 성원아파트 5층 516호 (상남동),128.6915917,35.2193361
율하우리들약국,대구광역시 동구 안심로 54 1층 (율하동),128.6916429,35.8702031
온정온누리약국,"경상남도 창원시 진해구 충장로 361 102호 (경화동, 그랜드메디컬)",128.6916717,35.1539583
튼튼약국,"경상남도 창원시 성산구 안민안길 20 (안민동, 한솔프라자)",128.691742,35.1865797
따뜻한약국,경상남도 거제시 옥포대첩로 38 유라빌딩 102호 (옥포동),128.6918078,34.8935336
새율하약국,대구광역시 동구 안심로 58 (율하동),128.6918945,35.8698515
대중약국,경상남도 창원시 성산구 신월로 42 토월시장 (신월동),128.6919388,35.2280369
세광약국,경상남도 거제시 옥포로20길 12 (옥포동),128.6920223,34.8942383
서정약국,대구광역시 수성구 알파시티2로 29 범영빌딩 1층 103호 (시지동),128.6923137,35.8401289
고객은왕약국,경상남도 창원시 성산구 동산로 145 신월탕 (신월동),128.6923435,35.2212668
남문약국,경상남도 거제시 아주로1길 2 (아주동),128.692422,34.8665452
코끼리약국,"경상남도 창원시 성산구 원이대로 774 (상남동, 성원아파트)",128.6925255,35.2162542
서울약국,경상북도 안동시 옥서1길 81 스카이빌딩  101호 (옥동),128.6932753,36.5608233
팜프라자약국,"대구광역시 동구 안심로 80 지하1층 (율하동, 롯데쇼핑프라자)",128.6933332,35.8683955
약손약국,"경상남도 창원시 성산구 동산로 156 (사파동, 삼익종합상가)",128.6934151,35.2216583
구명약국,경상남도 창원시 성산구 동산로 162 무궁화상가 (사파동),128.6937067,35.2219724
만복약국,대구광역시 동구 안심로16길 47 5층 514호 (율하동),128.6937409,35.8632576
모두의 약국,대구광역시 동구 안심로16길 47 타임스퀘어 1층 123호 (율하동),128.6937409,35.8632576
새대구약국,경상북도 의성군 의성읍 문소3길 109 109,128.6938421,36.3554006
늘푸른약국,경상북도 의성군 의성읍 문소3길 103 1층,128.693901,36.3550561
푸른약국,"경상남도 창원시 성산구 원이대로 776 (상남동, (상남동 ,성원2단지상가103호))",128.6939641,35.2164214
바른약국,대구광역시 수성구 달구벌대로 3083 1층 (시지동),128.6943947,35.8433846
의성프라자약국,경상북도 의성군 의성읍 문소3길 110-1 (의성읍),128.6944748,36.3557995
의성약국,경상북도 의성군 의성읍 문소3길 110 (),128.6944934,36.3556972
조은약국,대구광역시 동구 안심로22길 40-7 1층 (율하동),128.6945172,35.8634695
하나로약국,경상북도 의성군 의성읍 문소3길 104-1 (의성읍),128.6945286,36.3552359
전약국,경상북도 의성군 의성읍 문소3길 98 98,128.6945919,36.3547509
수정약국,경상북도 의성군 의성읍 후죽3길 8 (의성읍),128.6949987,36.3555155
각산약국,대구광역시 동구 반야월로 61 1층 (용계동),128.6953425,35.8738793
홍조당약국,"대구광역시 수성구 시지로 55 112호 (시지동, 노변타운상가)",128.6955905,35.8387543
큰사랑약국,대구광역시 동구 안심로22길 40 105동 (율하동),128.6956382,35.8633472
온유약국,대구광역시 수성구 시지로3길 66-10 (시지동),128.6958228,35.8415628
율하수약국,"대구광역시 동구 안심로 106 1층 103호 (율하동, 메디원타워)",128.6961938,35.8670256
고산연합약국,대구광역시 수성구 달구벌대로 3099 (시지동),128.6962172,35.8431909
건강온누리약국,대구광역시 동구 안심로22길 46 1층 (율하동),128.6963479,35.8632783
동부약국,경상북도 안동시 은행나무로 106-3 (옥동),128.6969194,36.5675668
신세계약국,"경상남도 창원시 성산구 원이대로883번길 15-24 (가음동, 가음시장대상가)",128.6969921,35.2080513
한마음정문약국,경상남도 창원시 의창구 용동로 45 현대썬앤벌더퀘어 H동 1층 102호 (사림동),128.6970475,35.2366745
길약국,경상남도 창원시 의창구 용동로 45 현대썬앤빌 A동 107호 (사림동),128.6970475,35.2366745
큰사랑약국,경상남도 창원시 의창구 용동로 45 현대썬앤빌더스퀘어 A동 1층 103호 (사림동),128.6970475,35.2366745
한길정문약국,경상남도 창원시 의창구 용동로 45 현대썬앤빌더스퀘어 H동 1층 101호 (사림동),128.6970475,35.2366745
정문큰약국,"경상남도 창원시 의창구 용동로 45 현대썬앤빌더스퀘어 H동 1층 103,104호 (사림동)",128.6970475,35.2366745
영남약국,경상북도 의성군 의성읍 중앙길 66 (의성읍),128.6970745,36.3502223
우림약국,"경상남도 창원시 진해구 해원로 43 (석동, 우림필유)",128.6972461,35.1557207
예일약국,"경상남도 창원시 진해구 해원로 34 105호 (이동, 예일빌딩)",128.6973757,35.1549282
석동이층약국,경상남도 창원시 진해구 진해대로 752 롯데시네마 2층 208호 (석동),128.6974237,35.1588178
안동온누리약국,경상북도 안동시 경북대로 474 (송현동),128.6976195,36.5708579
미소약국,경상남도 창원시 진해구 동진로11번길 3-1 미소약국 1층 (이동),128.6976966,35.1545679
비손약국,경상북도 안동시 경북대로 486 (송현동),128.6977247,36.5715373
한아름약국,경상남도 창원시 의창구 용동로57번길 18 시그니처M 1층 106호 (사림동),128.6977575,35.2381984
베스트약국,대구광역시 동구 안심로22길 56 느티타워 106호 (율하동),128.6977962,35.8631357
시민약국,경상북도 안동시 합전2길 7 (송현동),128.6979252,36.5704542
세명약국,경상남도 창원시 진해구 해원로32번길 10 (이동),128.6979564,35.1544909
하나로약국,"경상남도 창원시 진해구 진해대로776번길 28 진해농협종합회관(하나로마트, 약국코너) (석동)",128.6980868,35.1566247
필약국,대구광역시 수성구 달구벌대로 3117 (시지동),128.6981505,35.8427503
삼성약국,"경상남도 창원시 성산구 대정로 33 (가음동, 황금상가)",128.6982564,35.2075093
미래약국,경상북도 안동시 경북대로 433 (옥동),128.6983276,36.5673215
율하온누리약국,"대구광역시 동구 안심로22길 60 1층 104호 (율하동, 동흥메디칼센타)",128.6983417,35.8630878
진해서울약국,경상남도 창원시 진해구 진해대로776번길 27 104호 (이동),128.6984031,35.156137
하나온누리약국,"경상남도 창원시 진해구 진해대로776번길 25 103호 (이동, 상보빌딩)",128.6985219,35.1564102
제일약국,대구광역시 수성구 달구벌대로 3121 (시지동),128.6986278,35.8425948
바른약국,경상남도 창원시 진해구 진해대로 762 롯데마트 2층 (석동),128.6987865,35.1582109
프라자약국,경상북도 안동시 복주5길 41 (옥동),128.69891,36.566129
새인성약국,대구광역시 동구 반야월로 100 (율하동),128.6992668,35.8731537
성도약국,대구광역시 동구 율하동로23길 21-1 (율하동),128.6997681,35.8699562
바나나약국,대구광역시 수성구 달구벌대로 3134 1층 (시지동),128.6997701,35.8417414
안동중앙약국,경상북도 안동시 앙실로 15 (수상동),128.6998178,36.5471409
동보당약국,"경상남도 창원시 성산구 대정로 73 (남양동, 성원1차상가 101호)",128.700032,35.2113712
새살약국,경상남도 창원시 의창구 용동로83번안길 37 1층 (사림동),128.7001765,35.239043
율하약국,대구광역시 동구 반야월로 108 1층 (율하동),128.7002213,35.8730957
건강약국,경상북도 안동시 경북대로 399 (옥동),128.7004906,36.5645715
옥동약국,경상북도 안동시 경북대로 397 (옥동),128.7006062,36.5645112
황금약국,경상북도 안동시 경북대로 393 (옥동),128.7007777,36.5642469
소백산약국,경상북도 안동시 앙실로 5 (수상동),128.7007956,36.5478775
인화약국,"경상남도 창원시 성산구 대암로 40-14 (남양동, 동양람세스빌딩)",128.7008366,35.2136971
e조은약국,경상남도 창원시 성산구 대암로 40-14 동양람세스빌딩 (남양동),128.7008366,35.2136971
보명당한약국,경상북도 안동시 광명로 161 (옥동),128.7008872,36.5623461
굿모닝약국,"경상남도 창원시 성산구 가음로13번길 33 (남양동, 남양종합상가)",128.7009716,35.2130852
안동강남약국,경상북도 안동시 앙실로 1 (수상동),128.7010218,36.5480424
안동제일약국,경상북도 안동시 경북대로 177 (수상동),128.7010923,36.5478979
약사랑약국,대구광역시 동구 율하동로 75 2동 1층 (율하동),128.7014261,35.8661727
세종약국,대구광역시 동구 율하동로 46 1층 (율하동),128.7014438,35.8635374
경북약국,경상북도 안동시 경북대로 171 (수상동),128.7014904,36.5472892
복약국,경상북도 안동시 경북대로 171 1층 (수상동),128.7014904,36.5472892
무지개약국,"경상남도 창원시 성산구 대정로 80 (남양동, 피오르빌아파트)",128.7014992,35.2104808
365약국,경상북도 안동시 경북대로 385 1층 (옥동),128.7016164,36.5638097
남안동약국,경상북도 안동시 경북대로 165 (수상동),128.7016406,36.5468646
다정약국,대구광역시 동구 율하동로23길 2 2층 (신기동),128.7017482,35.8700234
동읍용잠약국,경상남도 창원시 의창구 동읍 용잠로 28-19 (),128.7018364,35.13990645
푸른솔약국,경상남도 창원시 진해구 풍호로3번길 4 푸른솔약국 (풍호동),128.701837,35.1399079
소망약국,경상북도 안동시 광명로 170 1층 (옥동),128.7018682,36.5626694
현약국,대구광역시 동구 율하동로 115 1층 (신기동),128.7020692,35.86998
동성당약국,"경상남도 창원시 성산구 창이대로 733 (사파동, 사파동성아파트)",128.7020819,35.2197552
율하푸른약국,대구광역시 동구 율하동로8길 73 1층 (율하동),128.7021809,35.8643532
김정희약국,대구광역시 동구 율하동로 137 1층 (신기동),128.7024394,35.8718597
한솔약국,"경상남도 창원시 진해구 동진로 138 (덕산동, 송림타운 125호)",128.7026813,35.1449748
새사랑약국,대구광역시 동구 율하동로 138 1층 (신기동),128.7026905,35.8718539
조은약국,"경상남도 창원시 진해구 풍호로 11 1층 (풍호동, 현대치과)",128.7026967,35.139976
동화약국,대구광역시 동구 율하동로24길 7 (신기동),128.7029766,35.8698728
누리약국,경상남도 창원시 성산구 가음로 88 (가음동),128.703039,35.2054143
미소약국,경상남도 창원시 성산구 가음로 100 (가음동),128.7031587,35.2040182
맑은약국,대구광역시 동구 반야월로28길 66 1층 (신기동),128.7033768,35.8698585
지세사랑약국,경상남도 거제시 일운면 지세포4길 8-4 (),128.703485,34.8289917
조은약국,경상남도 거제시 일운면 지세포4길 12 (),128.7038119,34.8293581
남광약국,대구광역시 수성구 달구벌대로 3169 (매호동),128.7038207,35.8414849
메디팜조윤숙약국,"경상남도 창원시 성산구 대정로 102 (남양동, 개나리3차아파트)",128.7039053,35.2111496
자여약국,경상남도 창원시 의창구 동읍 용정길46번길 14 (),128.7043264,35.2770986
정인약국,대구광역시 수성구 달구벌대로 3177 (매호동),128.7045736,35.8413256
늘푸른약국,경상남도 창원시 진해구 냉천로 69 (석동),128.704713,35.1524376
동인약국,경상남도 창원시 진해구 덕산로46번길 34-1 1층 (자은동),128.7049261,35.143078
시지우리약국,"대구광역시 수성구 고산로 50 상가A 112동 202호 (신매동, 신매태성맨션)",128.7051134,35.8353053
맘약국,"대구광역시 수성구 달구벌대로 3188 (신매동, 아레나스포츠센터)",128.7052207,35.8403253
온정약국,"경상남도 창원시 성산구 대암로 80 (대방동, 성원3차아파트상가)",128.7052998,35.215
새봄약국,경상남도 밀양시 하남읍 초하로 746 (행복한마을아파트),128.705435,35.3747563
성모후문약국,대구광역시 수성구 고산로 104-4 (신매동),128.7055734,35.8399208
새현대약국,경상남도 창원시 진해구 충장로657번길 20 1층 107호 (장천동),128.7057261,35.130626
석동태화약국,"경상남도 창원시 진해구 냉천로 83 1층 107호 (석동, 석동메티칼빌딩)",128.7061192,35.1531413
시지광장약국,"대구광역시 수성구 달구벌대로 3196 (신매동, 대구은행 시지지점)",128.7062197,35.8401728
일등약국,"경상남도 창원시 진해구 냉천로 87 103호 (석동, Y-Zone)",128.7065113,35.1532746
수산약국,경상남도 밀양시 하남읍 시서안길 34-1 (),128.7065252,35.3743859
건강온누리약국,경상남도 창원시 진해구 충장로657번길 28 (장천동),128.7065878,35.130552
보람온누리약국,"경상남도 창원시 진해구 냉천로 91 103호 (석동, 벚꽃메디칼상가)",128.7067207,35.15334
행복한약국,경상남도 창원시 진해구 냉천로 91 벚꽃메디칼상가 (석동),128.7067207,35.15334
반야월인제약국,대구광역시 동구 율하동로24길 39 (신기동),128.7067778,35.8696423
메디팜 덕산약국,"경상남도 창원시 성산구 대정로 131 (대방동, 대방덕산타운)",128.706829,35.2127158
수산제일약국,경상남도 밀양시 하남읍 수산중앙로 14 (하남읍),128.7068711,35.3745319
단비약국,경상남도 창원시 진해구 진해대로 958 (자은동),128.7068969,35.1442172
메디빌약국,대구광역시 수성구 달구벌대로 3204 (신매동),128.7069,35.839932
장천드림약국,경상남도 창원시 진해구 충장로657번길 30 (장천동),128.7070035,35.1305979
맑은약국,경상남도 창원시 성산구 가양로124번길 1 무궁화빌딩 (대방동),128.7070226,35.2092325
희망약국,경상남도 창원시 성산구 가양로124번길 5-3 (대방동),128.7070925,35.2090424
선린약국,"경상남도 창원시 성산구 가양로124번길 7 1층 (대방동, 선린빌딩)",128.7071952,35.2085935
한사랑약국,경상남도 밀양시 하남읍 수산중앙로 17 (하남읍),128.7073093,35.3748431
시지하나로약국,"대구광역시 수성구 달구벌대로 3206 1층 (신매동, 창성빌딩)",128.7073381,35.8397449
동산약국,강원도 평창군 대관령면 대관령로 97-3 (대관령면),128.7074696,37.6727894
장수약국,대구광역시 수성구 달구벌대로 3205 (신매동),128.7074705,35.8404912
해든약국,"경상남도 창원시 성산구 가양로124번길 15 1층 102호 (대방동, 대암빌딩)",128.7075561,35.2080421
훼미리약국,"경상남도 창원시 성산구 대정로 138 (대방동, 대방대동아파트)",128.7076298,35.211749
바다약국,"경상남도 창원시 성산구 가양로124번길 23 (대방동, 크리스탈빌딩)",128.70763,35.2072684
시지연합약국,대구광역시 수성구 달구벌대로 3210 (신매동),128.707642,35.83963
청솔약국,경상남도 창원시 진해구 진해대로921번길 6 우리연합의원 (자은동),128.7076611,35.1471318
시지프라자약국,대구광역시 수성구 달구벌대로 3207 (신매동),128.7078019,35.8402894
큰나무약국,"경상남도 창원시 진해구 진해대로 999 203호 (자은동, 하이존빌딩)",128.7078138,35.1402642
건강한약국,대구광역시 수성구 달구벌대로 3209 (신매동),128.7079656,35.8402588
진약국,경상남도 창원시 진해구 행암로 12 MS빌딩 303호 (장천동),128.7081132,35.1304229
쉼터약국,대구광역시 수성구 달구벌대로641길 27 (매호동),128.7081298,35.8426367
메디팜경남약국,"경상남도 창원시 성산구 가양로124번길 17-16 (대방동, 동진메디칼)",128.7081618,35.2078613
대관령약국,강원도 평창군 대관령면 대관령로 105 (대관령면),128.7081621,37.6724173
도암약국,강원도 평창군 대관령면 대관령로 104 (대관령면),128.7081932,37.6721407
대동약국,경상남도 창원시 의창구 대산면 주남로 573 (1층),128.708224,35.3349521
다정약국,대구광역시 수성구 달구벌대로 3218 (신매동),128.7082758,35.839349
헤르메디한약국,대구광역시 수성구 신매로4길 7 1층 (신매동),128.7085384,35.8326598
친절한약국,경상남도 창원시 의창구 대산면 주남로 574-8 (),128.7085723,35.3346937
유명약국,대구광역시 수성구 신매로 84 (신매동),128.7088691,35.8370023
정성약국,"대구광역시 수성구 달구벌대로 3224 (신매동, 우리은행 시지지점)",128.7089469,35.8390137
대영약국,경상남도 창원시 성산구 대암로 272 (대방동),128.7091413,35.204492
대방건강 한약국,경상남도 창원시 성산구 대정로 142 (대방동),128.7092016,35.2110207
가람약국,대구광역시 수성구 달구벌대로645길 11 신매동SNL메디타워 1층 107호 (신매동),128.7097815,35.8402304
시지제일약국,대구광역시 수성구 신매로16길 52 1층 (신매동),128.7098235,35.838346
대원약국,대구광역시 수성구 달구벌대로 3229 (신매동),128.7098678,35.8395191
희망약국,경상남도 창원시 진해구 천자로413번길 4 (풍호동),128.7101363,35.1355495
삼오약국,경상북도 안동시 경동로 474 (태화동),128.7104518,36.5665559
온누리제일약국,경상북도 안동시 경동로 476 (태화동),128.7107522,36.5664251
대원약국,대구광역시 동구 안심로49길 110 (서호동),128.7108265,35.8707998
건강일등약국,경상남도 창원시 성산구 삼정자로43번길 8 성주빌딩 1층 103호 (성주동),128.7110238,35.1987709
대학약국,"경상남도 창원시 성산구 삼정자로43번길 2 (성주동, 성산빌딩 1층 103,104호)",128.7110404,35.1982835
경상온누리약국,"경상남도 창원시 성산구 삼정자로43번길 2 (성주동, 성산빌딩 1층 107호)",128.7110404,35.1982835
남천정문약국,"경상남도 창원시 성산구 삼정자로43번길 2 성산빌딩 1층 109,110호 (성주동)",128.7110404,35.1982835
새우리약국,경상남도 밀양시 하남읍 수산중앙로 56-1 (하남읍),128.7114338,35.3749218
더스퀘어메디컬약국,"경상남도 창원시 성산구 대암로 247 A동 105,106호 (성주동, 더스퀘어)",128.7114494,35.2038962
라라약국,경상북도 안동시 서동문로 7 1층 101호 (평화동),128.7125715,36.566415
건강약국,경상남도 창원시 진해구 장복대로 171 다온빌딩 104호 (자은동),128.7127169,35.1551386
비타민약국,대구광역시 수성구 달구벌대로 3261 1층 (신매동),128.7129388,35.8379443
화생약국,대구광역시 동구 반야월로 227 (동호동),128.7132265,35.8721838
효성약국,대구광역시 동구 경안로 719 대구광역시 동구 경안로 719 (서호동),128.7133165,35.8662954
장응약국,대구광역시 동구 반야월로 228 (동호동),128.7134571,35.8718721
다사랑약국,대구광역시 동구 경안로 791 (각산동),128.713635,35.8728206
신영약국,대구광역시 동구 경안로 728 1층 (동호동),128.7139466,35.8670495
엔젤약국,대구광역시 동구 경안로 848 (각산동),128.7143701,35.877785
사월봄약국,대구광역시 수성구 달구벌대로651길 22 1층 (사월동),128.7145885,35.839159
광장약국,대구광역시 동구 이노밸리로 162 (각산동),128.7148808,35.8784974
사랑온누리약국,대구광역시 수성구 욱수천로 133 (사월동),128.7150841,35.8406146
요한약국,"대구광역시 수성구 달구벌대로 3294 108호 (신매동, 시지퍼스트)",128.7159112,35.8364159
만민약국,경상북도 군위군 의흥면 읍내길 54 (의흥면),128.7162014,36.1746335
평화약국,경상북도 안동시 단원로 118 (평화동),128.7166144,36.5705771
보건약국,경상남도 거제시 장목면 옥포대첩로 928 (),128.7169799,34.9431228
든든약국,경상북도 경산시 펜타힐즈2로 27 중산타워 113호 (중산동),128.7179627,35.8271546
사랑365약국,대구광역시 수성구 달구벌대로 3316 (신매동),128.7184518,35.8359195
중산새봄약국,경상북도 경산시 펜타힐즈2로 37 (중산동),128.7186611,35.8274286
대명약국,경상북도 안동시 경동로 559 (당북동),128.7189768,36.563933
광장약국,경상북도 경산시 펜타힐즈2로 57 116호 (중산동),128.7197706,35.8287306
다온약국,경상북도 경산시 성암로 19 (옥산동),128.7198069,35.8223473
펜타약국,경상북도 경산시 펜타힐즈로 74 1층 120호 (중산동),128.719891,35.8300949
미소약국,경상북도 경산시 옥산로 227 (중산동),128.7207433,35.8352147
힐링약국,경상북도 안동시 제비원로 160 (광석동),128.7210115,36.5665563
유성약국,경상북도 안동시 중앙시장3길 35 (옥야동),128.7212877,36.5649958
명보온누리약국,경상북도 경산시 성암로 37 (옥산동),128.7217354,35.8229687
미래약국,경상남도 거제시 두모길 15 (두모동),128.7217537,34.8711299
명성약국,경상북도 안동시 금곡길 11 (금곡동),128.7218954,36.5673319
거제대우약국,경상남도 거제시 두모길 13 (두모동),128.7220861,34.8710013
건강신세계약국,경상북도 안동시 금곡길 7 (금곡동),128.722089,36.5670629
열린약국,경상북도 안동시 서동문로 93-1 (금곡동),128.7221685,36.5668882
태화지성약국,경상북도 안동시 대안로 85 (광석동),128.7222856,36.5653693
우당약국,경상남도 거제시 두모길 12 (두모동),128.7223143,34.8712164
인과원약국,경상북도 경산시 성암로 42 (옥산동),128.722328,35.8227741
한사랑약국,경상북도 경산시 성암로 43 (옥산동),128.7224016,35.8231882
다봄약국,대구광역시 동구 안심로 359 1층 (각산동),128.7234263,35.8680105
옥산약국,경상북도 경산시 성암로12길 1 (옥산동),128.7236699,35.8232306
동호우리약국,대구광역시 동구 금강로 2 (동호동),128.7238584,35.8672755
365약국,경상북도 경산시 대학로 11 101호 (중산동),128.7240148,35.8353356
푸른약국,경상북도 안동시 경동로 609 (안흥동),128.7243383,36.563581
동호팔공약국,"대구광역시 동구 안심로 366 대구광역시 동구 안심로 366, 1층 (신서동)",128.7243485,35.8677351
다온약국,대구광역시 동구 금강로 3 (신서동),128.7244156,35.8674531
엘약국,대구광역시 동구 안심로 368 1층 (신서동),128.7246224,35.8678287
삼성약국,경상북도 안동시 중앙시장길 26 (안흥동),128.7246573,36.5645472
태평양약국,경상북도 안동시 대안로 107 (대석동),128.7246893,36.5654499
상록수약국,경상북도 안동시 서동문로 116 (대석동),128.7247557,36.5666419
백세약국,강원도 정선군 여량면 서동로 2927 2927,128.7248466,37.4720793
인성약국,"대구광역시 동구 금강로 17 (신서동,1층)",128.7249083,35.8664963
행복한약국,대구광역시 동구 동호로 75 3층 303호 (신서동),128.725057,35.8663038
명성온누리약국,대구광역시 동구 동호로 75 상가102호 (신서동),128.725057,35.8663038
동화약국,경상북도 안동시 경동로 617 101-1호 (안흥동),128.7253262,36.5636369
시지강남약국,대구광역시 수성구 알파시티2로 23 강남메디컬 1층 103호 (시지동),128.7253519,35.8664305
동원약국,대구광역시 동구 동호로 79 (신서동),128.7255436,35.8664699
대우약국,경상남도 거제시 장승포로1길 4 (장승포동),128.7255521,34.8679852
옵티마정약국,경상남도 김해시 진영읍 진산대로 63-11 101호,128.7262093,35.3120842
유림약국,경상북도 경산시 경산로44길 11 (옥산동),128.7264466,35.8275248
스마일약국,대구광역시 동구 안심로 389 비에스메디타워 106호 (신서동),128.7265578,35.8692211
한솔약국,경상북도 안동시 퇴계로 75 (대석동),128.726652,36.5657928
삼정약국,경상남도 김해시 진영읍 김해대로334번길 11-1 (),128.7267088,35.3057836
다나약국,경상북도 안동시 퇴계로 81 (목성동),128.7272462,36.5661096
골드팜행복나눔약국,경상북도 경산시 대학로 39 정평빌딩 1층 (정평동),128.7272621,35.834611
데레사약국,경상북도 경산시 대학로8길 21 1층 (정평동),128.7273515,35.8327861
굿모닝약국,경상북도 경산시 대학로8길 25 (정평동),128.7274029,35.8322539
마더스약국,대구광역시 동구 안심로 389-2 1층 (신서동),128.7274213,35.870774
새부산약국,경상남도 거제시 장승포로 31-1 (장승포동),128.7276853,34.8682304
안동약국,경상북도 안동시 퇴계로 84 (서부동),128.7276853,36.5659308
정다운약국,경상북도 경산시 대학로10길 24 (정평동),128.727688,35.832017
봄약국,경상북도 경산시 대학로 46 (정평동),128.7277482,35.8337425
단감약국,경상남도 김해시 진영읍 김해대로334번길 9-2 1층,128.72777,35.3056647
옵티마열린약국,경상북도 경산시 대학로10길 1 1층 (정평동),128.7280023,35.8336963
진영동산약국,경상남도 김해시 진영읍 진영로 146 146,128.7288937,35.3032825
사랑약국,경상북도 경산시 중앙로 13 (사정동),128.7291308,35.8203572
명성약국,경상북도 경산시 중앙로 10 (사정동),128.729149,35.819799
분수대약국,경상북도 안동시 서동문로 155 (북문동),128.7292066,36.5667506
큰사랑약국,경상북도 안동시 남문로 5-1 (남문동),128.7293096,36.5637993
새혜민약국,대구광역시 동구 반야월로 371 (신서동),128.7293144,35.8719077
대웅약국,경상남도 김해시 진영읍 진영로 150-2 (진영읍),128.7294599,35.3032157
늘푸른약국,경상북도 경산시 대학로 63 (정평동),128.7294985,35.8344228
새봄약국,경상북도 안동시 경동로 656 홈플러스 (운흥동),128.7295823,36.5625607
안심약국,대구광역시 동구 반야월로 373-1 (신서동),128.7296793,35.8719366
큰나무약국,경상남도 김해시 진영읍 김해대로361번길 8 (),128.7297998,35.3074876
장춘당약국,경상북도 안동시 남문로 25 (서부동),128.729816,36.5654449
성모약국,경상북도 경산시 중앙로 21 (사정동),128.7298872,35.8206442
드림약국,경상남도 김해시 진영읍 김해대로361번길 16 105호,128.7298955,35.3082271
열린약국,경상남도 김해시 진영읍 장등로19번길 41 (진영읍),128.7302753,35.3083185
예약국,경상북도 안동시 대안로 162-1 (남문동),128.7304165,36.5641979
신세계약국,경상북도 안동시 서동문로 170 (삼산동),128.730538,36.5662166
정평하늘약국,"경상북도 경산시 대학로 73 1층 (정평동, 동쪽상가)",128.7305452,35.8343947
센텀온누리약국,경상남도 김해시 진영읍 김해대로365번길 6-10 1층 106호,128.7306399,35.30699
대성한약국,경상북도 안동시 대안로 165 (남부동),128.7309972,36.5643258
옥수당약국,경상남도 거제시 옥수로10길 40 (능포동),128.7313193,34.8758442
한미약국,경상북도 안동시 경동로 673 (남부동),128.7315878,36.5633218
중앙약국,경상북도 안동시  태사2길 50 (북문동),128.731693,36.5675639
능포시민약국,"경상남도 거제시 능포로 132-1 201호 (능포동, 엄호용상가)",128.7317082,34.8754627
희보약국,경상남도 거제시 능포로 134 (능포동),128.7317117,34.8755882
킴스약국,경상북도 안동시 태사2길 60 (북문동),128.7321373,36.5674284
류약국,대구광역시 동구 이노밸리로 321 110호 (신서동),128.7321423,35.8781169
금성약국,경상북도 안동시 대안로 177 1층 (운흥동),128.7322249,36.564273
생생약국,경상북도 경산시 경산로7길 2 (옥곡동),128.7325992,35.8129709
옥곡수약국,경상북도 경산시 경산로 43 (옥곡동),128.7326259,35.813026
정하우리약국,경상북도 안동시 강남1길 69 (정하동),128.7326657,36.5501436
청솔온누리약국,경상북도 봉화군 봉화읍 보밑길 1 (봉화읍),128.7330219,36.8913224
일신약국,경상북도 안동시 중앙로 62 (동부동),128.7333066,36.5649282
용문약국,경상북도 안동시 중앙로 62 101호 (동부동),128.7333066,36.5649282
바른약국,경상남도 김해시 진영읍 장등로 91 중흥에스클래스1단지아파트상가 136동 1층 104호,128.7333124,35.3120494
진영한마음약국,경상남도 김해시 진영읍 진영로 187-1 (진영읍),128.7337028,35.30312
큰경북약국,경상북도 경산시 중앙로 62 1층 (중방동),128.7338547,35.8221453
종합온누리약국,경상남도 김해시 진영읍 진영로 193 (),128.7342513,35.3030877
수정약국,경상북도 안동시 중앙로 74-1 (동부동),128.7346913,36.5648031
밝은약국,경상남도 김해시 진영읍 장등로 3 101호,128.7347083,35.3066898
진영약국,경상남도 김해시 진영읍 여래로 31-1 (),128.7347583,35.3032414
장수약국,"경상남도 김해시 진영읍 장등로 11 103,104호",128.7348286,35.3074425
믿음약국,경상남도 김해시 진영읍 장등로 15 (),128.734839,35.3077289
진영우리약국,경상남도 김해시 진영읍 여래로 21 102호,128.7350147,35.3043536
미광약국,경상북도 경산시 중앙로 77 1층 (중방동),128.7351457,35.8234606
열린약국,경상북도 경산시 중앙로 76 (중방동),128.7352125,35.8227333
현대약국,경상북도 경산시 중앙로 78 (중방동),128.7355,35.8228687
옵티마제일약국,경상북도 경산시 중앙로 79 (중방동),128.7355074,35.8234177
봉화경북약국,경상북도 봉화군 봉화읍 신시장1길 3-13 (),128.7355205,36.8907796
